timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-22T21:41:39,benchmark_llm_fr,c1a81ba8-e62c-4b5a-aba6-05aea0f7b011,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1045.7423054999672,0.001985961337517266,1.8990924696001297e-06,112.0,0.0,10.0,0.032534192092890546,0.0,0.0029047225472219806,0.03543891464011253,0.0,France,FRA,île-de-france,,,Windows-10-10.0.19045-SP0,3.13.5,3.2.0,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,2.5085,48.8671,15.73483657836914,machine,N,1.0,0.0
